table_method,method,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample,network_runtime_per_sample,end_to_end_runtime_per_sample,source
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0009,line,0.9936839194441947,30.234337227183595,0.48416292912377995,0.0011345663806423545,0.41477034904892207,0.0008825750010146294,0.41477034904892207,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0010,line,0.9952961934312969,32.440151905527365,0.6104888781362824,0.0007355378475040197,0.5101888810531818,0.000885030000063125,0.5101888810531818,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0011,line,0.9979082284723266,27.755983525010727,0.33959566032825766,0.00192988570779562,0.30338024299635435,0.000909325997781707,0.30338024299635435,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0012,line,0.9909261524410853,29.72150665007063,0.45513080109425863,0.0012840874260291457,0.42604702302560327,0.000866461999976309,0.42604702302560327,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0013,line,0.9930930598420954,27.043835848896588,0.3221421592120019,0.002172326436266303,0.2916983609793533,0.0009392929969180841,0.2916983609793533,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0014,line,0.9946954178867947,34.85305986438293,0.7330221589405881,0.00040467060171067715,0.21779492797941202,0.0009509779993095435,0.21779492797941202,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0015,line,0.9955094911209447,35.40864183593678,0.757603546931371,0.0003896373091265559,0.19760824702461832,0.0008781579999777023,0.19760824702461832,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0016,line,0.9931833791067349,28.232715942735407,0.3674587947880917,0.0018424659501761198,0.29047489998629317,0.001056651002727449,0.29047489998629317,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0017,line,1.0064690452284388,32.06699855790446,0.5898550586651284,0.0007391210529021919,0.18279820198222296,0.0009523819971946068,0.18279820198222296,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0018,line,0.9935599450053518,29.39666280075036,0.4338888947684676,0.0014562604483217,0.2509090750099858,0.000943906998145394,0.2509090750099858,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
