dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0008,point_cluster,Ours-PC-P2A,0.9719159367159087,31.272176446011215,0.5686348750436707,0.3168627687264234,5.634961609588983
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0009,point_cluster,Baseline-Ours,1.0056372621613083,32.02222213744785,0.6028446170899527,0.38623825600370765,4.622818971262983
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0009,point_cluster,Ours-PC-P1,0.9732295252488714,32.164482886211516,0.6131025115003867,0.38769954699091613,4.605394953745725
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0009,point_cluster,Ours-PC-P2A,0.9705904846444044,32.17627533551176,0.6133596539021281,0.3846460210625082,4.6419550431052246
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0010,point_cluster,Baseline-Ours,1.0177139762052796,32.03911287096212,0.6306046654977453,0.3317779351491481,5.381640392929707
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0010,point_cluster,Ours-PC-P1,1.026186226590079,32.00310856223113,0.6265455211467329,0.3316627941094339,5.383508699176942
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0010,point_cluster,Ours-PC-P2A,1.0160824125735461,32.046080949188735,0.6295147155621622,0.3306467402726412,5.400051837224199
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0011,point_cluster,Baseline-Ours,0.9964170203951339,31.617851393481203,0.5866812115027041,0.32775247702375054,5.447737736401857
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0011,point_cluster,Ours-PC-P1,0.9870325130979803,31.658948151856848,0.5867820979251257,0.3295203070156276,5.418511391459677
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0011,point_cluster,Ours-PC-P2A,0.9727444927388598,31.722275026878783,0.5905288158741824,0.3289051679894328,5.428645430523712
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0012,point_cluster,Baseline-Ours,0.9865028379118896,31.051616877593112,0.5498877967713933,0.6003611157648265,2.9740592626603224
