dataset,family,baseline_nmse,pc_nmse,baseline_psnr,pc_psnr,baseline_ssim,pc_ssim
Unseen-Parameter OOD,line,0.6922917047289787,0.6817119598003346,29.0307167467331,29.097598742682,0.5916862114306621,0.5984079566826175
Unseen-Parameter OOD,line,0.6923622046676225,0.6952194167710116,29.74582284453888,29.727937524305695,0.630321905021089,0.6237852778572069
Unseen-Parameter OOD,line,0.693143283813583,0.7047999301959813,28.723528701030165,28.651100326870452,0.6235803360633803,0.617374125432453
Unseen-Parameter OOD,line,0.6941419468103653,0.6916897792937177,27.88617499253544,27.901544222625112,0.504478597093043,0.5057466587301116
Unseen-Parameter OOD,line,0.6957980529504498,0.716761823937981,29.550461823413443,29.42154512514541,0.6205784037551985,0.6002739859196767
Unseen-Parameter OOD,line,0.6962539035669347,0.7124801243931457,28.204375790704887,28.10432492990017,0.5559788301247447,0.5403087244817344
Unseen-Parameter OOD,line,0.6972625571875207,0.7231620672881228,29.710359670383788,29.551966909750146,0.6138722997818506,0.5896216283075943
Unseen-Parameter OOD,line,0.7046751714853865,0.7130503161768204,29.52124471634423,29.469932879483324,0.6290252807937597,0.6127701413378596
Unseen-Parameter OOD,line,0.7066402359803599,0.7194099835299067,29.463716261812884,29.38593546097744,0.5982101081800889,0.5792547293852359
Unseen-Parameter OOD,line,0.7087716070776323,0.7081584134745892,28.934998229411647,28.93875680162139,0.5355009381990791,0.5347093674838375
Unseen-Parameter OOD,line,0.7088116634633433,0.714688500314722,28.64282882395814,28.606969203042468,0.581245872228118,0.5740289812112098
Unseen-Parameter OOD,line,0.7098359698910939,0.7040775890076606,28.73205770461517,28.767432664960953,0.5287008925481405,0.5306855297137997
Unseen-Parameter OOD,line,0.7106699837814059,0.7199711010189797,29.24854087644201,29.19207014632578,0.5968119812966742,0.5837212789038229
Unseen-Parameter OOD,line,0.7110312957970882,0.7298331871206011,28.591571803307005,28.47822308322355,0.5796439024575822,0.56511690384406
Unseen-Parameter OOD,line,0.7115669489149477,0.7117200263111266,29.24555024356338,29.24461627885101,0.5963002965498615,0.5925597973523832
Unseen-Parameter OOD,line,0.7136966795023435,0.7169270896571083,29.076997918395705,29.0573850588677,0.5664233378680381,0.5704906853665771
Unseen-Parameter OOD,line,0.7153186039958949,0.7060533285215445,29.591545309937295,29.648165432595885,0.5937781732454791,0.5990895749013821
Unseen-Parameter OOD,line,0.7182583503138597,0.7123600760633021,28.589737525107438,28.625548876558298,0.5166760396936679,0.5209505532162182
Unseen-Parameter OOD,line,0.7204743270747669,0.7144250317439297,28.36100314547288,28.397621561765344,0.5525700736773714,0.5549450648584935
Unseen-Parameter OOD,line,0.7301134704332778,0.7285766236583442,27.59821212861704,27.607363217849816,0.4740734192739175,0.4737278834103333
Unseen-Parameter OOD,line,0.7337575297748993,0.7076443777341236,29.41191029781919,29.569285296969593,0.5515311217935609,0.5673930027185472
Unseen-Parameter OOD,line,0.7401350793564758,0.7077688916909154,29.30813820531607,29.50233346066172,0.5659317706364542,0.5877745915271456
Unseen-Parameter OOD,line,0.7416577054909302,0.7041010447237057,28.80912643290181,29.034811722860496,0.5274793784308711,0.5605932567990709
Unseen-Parameter OOD,line,0.7456870783358588,0.7419044635145058,29.19309994067863,29.21518647876257,0.5570111586316241,0.5532892065251025
Unseen-Parameter OOD,line,0.7479380280708914,0.7387393803023108,29.791621681654092,29.845365162063878,0.6084764222517385,0.6028369266622615
Unseen-Parameter OOD,line,0.75147812710799,0.7479050843750658,28.27750295545765,28.298201491851273,0.4896502536525514,0.4897959981630189
Unseen-Parameter OOD,line,0.7577687193842146,0.7571772022958446,29.749175401062352,29.75256684395383,0.5921648052086302,0.5881810724319065
Unseen-Parameter OOD,line,0.7637505695764776,0.7577529326308888,29.81621311980895,29.850452548303544,0.6301337022897505,0.6212046289283657
Unseen-Parameter OOD,line,0.7644628787386044,0.7716711896849932,25.569111599733013,25.528352671327497,0.41263709170238355,0.40622460978991803
Unseen-Parameter OOD,line,0.7649077485721404,0.7015122192777263,29.22794370846381,29.603682048702385,0.5353635978062962,0.582182989669624
Unseen-Parameter OOD,line,0.7665158576899422,0.7818003401697718,28.11476498687977,28.02901779201621,0.4886203398080039,0.4750572255521302
Unseen-Parameter OOD,line,0.7679728045769567,0.7699931048110767,26.2740876874989,26.262677879715454,0.43238939536419246,0.4256327751233778
Unseen-Parameter OOD,line,0.7680739790081913,0.7749918711033486,28.04656825569341,28.00762730586883,0.49687272416981865,0.4867407731488085
Unseen-Parameter OOD,line,0.7690894255644971,0.7722551039501534,25.613142407088038,25.59530293612728,0.4206621229144004,0.4197690515717227
Unseen-Parameter OOD,line,0.7709101020557698,0.7810804925057426,29.49664706314726,29.43972623438895,0.5959111990075805,0.5921366667818894
Unseen-Parameter OOD,line,0.7752099440888998,0.7512355602530287,27.609239251439107,27.74567111665359,0.4509778898961231,0.46837339118595955
Unseen-Parameter OOD,line,0.7764876038503145,0.7809142062315849,28.646218745954467,28.62153084835406,0.5013265551833238,0.4967265619429731
Unseen-Parameter OOD,line,0.778916550796114,0.7794923561110109,29.892578331407233,29.88936906266813,0.5801840944199973,0.573221867350391
Unseen-Parameter OOD,line,0.7816946627424156,0.7267218315285345,29.080157744191308,29.39684716808438,0.5094842965750747,0.5493528722966101
Unseen-Parameter OOD,line,0.7837748554125613,0.775869055235615,29.895807249392806,29.939836189881333,0.6108438905100023,0.5989955219744705
Unseen-Parameter OOD,line,0.7857830285545527,0.7738661304186943,28.1369692616059,28.203337350338344,0.46946041007681255,0.48475218570456674
Unseen-Parameter OOD,line,0.7879515046610289,0.7925967796293715,28.764666525479626,28.73913842504559,0.5024151590678789,0.497572371877879
Unseen-Parameter OOD,line,0.7917350473483313,0.7972839660462567,24.63832665521921,24.607995054121048,0.375360100187796,0.3698268677543929
Unseen-Parameter OOD,line,0.7922598323451391,0.810627599279281,25.116482234222563,25.016944533764978,0.37295946515916834,0.35601780945311834
Unseen-Parameter OOD,line,0.7930841940863913,0.7899324076612763,29.53382803738794,29.551121516833135,0.5992262585248166,0.5881884771064722
Unseen-Parameter OOD,line,0.8026297589052798,0.7871116102785635,27.333475856572615,27.41826530011899,0.4244364509102726,0.43395228494166244
Unseen-Parameter OOD,line,0.8117438883643837,0.8000228575801828,25.83250665694379,25.89567281926311,0.3902599642808206,0.4025080503502998
Unseen-Parameter OOD,line,0.8140609741381214,0.7678708021091576,28.709817963436038,28.963505669706358,0.4830238919545054,0.5114443205425065
Unseen-Parameter OOD,line,0.8176544764378405,0.8114666427708598,29.132143273170147,29.165134709919,0.5127720062964973,0.5161955471456589
Unseen-Parameter OOD,line,0.818031199245444,0.8111259433854128,26.877069012044842,26.91388456387909,0.4208237754839688,0.4233658202653452
Unseen-Parameter OOD,line,0.8199639346530186,0.8140638928880276,26.3828828021929,26.414245248250026,0.4247906098712372,0.4261223904056809
Unseen-Parameter OOD,line,0.8259129657922663,0.8175809313237463,28.29436162801512,28.33839673615194,0.4666269330179488,0.4709595939765588
Unseen-Parameter OOD,line,0.832461573489519,0.8223010116730401,27.51650235811665,27.569836167539037,0.41720007718338303,0.424499830524982
Unseen-Parameter OOD,line,0.8391149746971147,0.8327093077493052,25.377367582990228,25.41064809503864,0.3365870612307878,0.34075278715607815
Unseen-Parameter OOD,line,0.8397014258767198,0.8290822789320684,26.12894729148231,26.184220182571828,0.39871710830400714,0.3984458202897406
Unseen-Parameter OOD,line,0.8398117832826205,0.7979992513668296,23.696088245226203,23.917883183794174,0.25067186905039496,0.2942871133505733
Unseen-Parameter OOD,line,0.8485534149328244,0.8404230268509987,26.15051298850179,26.1923252884065,0.3760611713561467,0.38236373713919825
Unseen-Parameter OOD,line,0.8493950438288673,0.8323897737031285,26.341145771230856,26.4289756867594,0.37491592523970757,0.39556769025721394
Unseen-Parameter OOD,line,0.8629121996338421,0.8254814902239215,27.313870145513913,27.506462890987088,0.3904894255534778,0.4229010788974138
Unseen-Parameter OOD,line,0.86322141322832,0.8396809816067717,29.04228731714422,29.162366033811992,0.5419012872188975,0.5480476657764568
Unseen-Parameter OOD,line,0.8711783297603972,0.8696020707399728,24.661055536934434,24.668920490869475,0.28068735460568717,0.28406074208002535
Unseen-Parameter OOD,line,0.8780383597222179,0.8516297605685419,26.199006128153798,26.33163288989598,0.3394573481546304,0.36399799072432876
Unseen-Parameter OOD,line,0.881251258186684,0.8381029305671293,25.15527597621552,25.373299662772727,0.32430440862973614,0.3637584042337125
