dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Main Test,small_rect_edge_test_0005,small_rect_edge,Ours-PC-P1,0.7775628798769642,30.554362497830965,0.6075401109306484,0.30031683994457126,6.573127384140676
Main Test,small_rect_edge_test_0006,small_rect_edge,Baseline-Ours,0.8049648688094853,30.907402556800836,0.6125521948932342,0.29060086034704,6.79289401346179
Main Test,small_rect_edge_test_0006,small_rect_edge,Ours-PC-P1,0.7777157064811389,31.056963011244633,0.6268735252793881,0.2944534078706056,6.7040176537053915
Main Test,small_rect_edge_test_0007,small_rect_edge,Baseline-Ours,0.8995119290306082,29.53761210868093,0.4970045481795957,0.2647884412156418,7.455086919563175
Main Test,small_rect_edge_test_0007,small_rect_edge,Ours-PC-P1,0.8735612344187262,29.664747816176895,0.5101585988092475,0.269612519768998,7.32169576638941
Main Test,small_rect_edge_test_0008,small_rect_edge,Baseline-Ours,0.7705132969075116,29.554375403296863,0.5818718891712314,0.28211397523526105,6.997245857501651
Main Test,small_rect_edge_test_0008,small_rect_edge,Ours-PC-P1,0.759613385491839,29.616250911437977,0.5800818680239279,0.2860696588177234,6.900490085934111
Main Test,small_rect_edge_test_0009,small_rect_edge,Baseline-Ours,0.8063550036026803,31.830549752813656,0.6536181993880313,0.2624976654490456,7.520146288468376
Main Test,small_rect_edge_test_0009,small_rect_edge,Ours-PC-P1,0.8054314645317716,31.83552706083455,0.6512902676544471,0.2663504409138113,7.41136691114782
Main Test,point_cluster_test_0000,point_cluster,Baseline-Ours,0.9796828341038826,33.007469494435895,0.7028186481017993,0.4485812022769824,4.40058752916572
Main Test,point_cluster_test_0000,point_cluster,Ours-PC-P1,0.9726320887495425,33.03883837992528,0.7042081850811078,0.45414303499273956,4.3466940863461945
Main Test,point_cluster_test_0001,point_cluster,Baseline-Ours,0.9667666384738925,31.817951571896067,0.5958084589164271,0.3889881773805246,5.074757947276078
Main Test,point_cluster_test_0001,point_cluster,Ours-PC-P1,0.9634483907876246,31.83288386647741,0.5931869211784752,0.3920931778848171,5.034570749757218
Main Test,point_cluster_test_0002,point_cluster,Baseline-Ours,0.9935312634176222,35.63382359696885,0.7721545957154197,0.23048540143761784,8.564624189842815
Main Test,point_cluster_test_0002,point_cluster,Ours-PC-P1,0.9762391854363988,35.71007637383723,0.7741562960471696,0.2333131900522858,8.460819742406647
Main Test,point_cluster_test_0003,point_cluster,Baseline-Ours,0.9400144030005446,36.1327458154896,0.7943698675969972,0.35363984140101823,5.582009189738796
Main Test,point_cluster_test_0003,point_cluster,Ours-PC-P1,0.9409634013118984,36.12836355675876,0.7925806239583723,0.3572169311810285,5.526112208712386
Main Test,point_cluster_test_0004,point_cluster,Baseline-Ours,0.9968757832894863,31.431979129135975,0.570663290220387,0.343764255377464,5.742367956176004
Main Test,point_cluster_test_0004,point_cluster,Ours-PC-P1,0.9826746504465385,31.494291902718764,0.5741154711941362,0.3465923590119928,5.695511725028966
