dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0070,point_cluster,Ours-PC-P1,0.993146008677924,31.75127638839761,0.5917292275061425,0.5186578668653965,3.4425575149809666
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0071,point_cluster,Baseline-Ours,0.9404447801238361,31.09263100593312,0.567463667825008,0.2929487391375005,6.094955528869536
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0071,point_cluster,Ours-PC-P1,0.9365459828127359,31.110672906852436,0.5627757582072922,0.29187720315530896,6.117331254306257
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0072,point_cluster,Baseline-Ours,0.8818554786104909,31.968684888930376,0.62004564010828,0.3044490348547697,5.864723920485424
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0072,point_cluster,Ours-PC-P1,0.8661038713143703,32.046959324259184,0.6271470655179304,0.3036075779236853,5.8809781675814214
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0073,point_cluster,Baseline-Ours,0.9740016890494556,31.580234188103997,0.5876359339437824,0.5642130400519818,3.164601685060251
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0073,point_cluster,Ours-PC-P1,0.953323352439381,31.673428959728824,0.5926482066104491,0.5611729652155191,3.181745465225221
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0074,point_cluster,Baseline-Ours,0.9912719617384175,31.556169557662685,0.5833941828049125,0.3530213690828532,5.057794495331001
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0074,point_cluster,Ours-PC-P1,0.9947410621638447,31.54099739025645,0.5790473419441302,0.35044323094189167,5.095003640054702
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0075,point_cluster,Baseline-Ours,1.0211560844165901,31.27833159021114,0.5576861024639739,0.4571278851944953,3.9059300364531104
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0075,point_cluster,Ours-PC-P1,1.0026753832683635,31.357649458073954,0.5607299727211766,0.4551027968991548,3.923310402500373
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0076,point_cluster,Baseline-Ours,0.9895000994537904,30.94882626513909,0.5596221203032201,0.3864661790430546,4.620092608627862
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0076,point_cluster,Ours-PC-P1,0.9665936885259938,31.05054522040792,0.5618621229048483,0.3843415698502213,4.645632107859905
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0077,point_cluster,Baseline-Ours,0.9067446327698215,31.343789571378974,0.5880056236437896,0.32164224120788276,5.551228379009658
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0077,point_cluster,Ours-PC-P1,0.9191720786747418,31.284671146684936,0.5781620894399122,0.3152210721746087,5.664308940274243
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0078,point_cluster,Baseline-Ours,0.9891562023893851,32.33677050908797,0.6160778829378964,0.46904946002177894,3.806655138668241
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0078,point_cluster,Ours-PC-P1,0.9753649660627582,32.39774776946798,0.6192859312838042,0.464830321026966,3.8412071169038184
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0079,point_cluster,Baseline-Ours,0.9577850646663997,31.03010659206771,0.5791587638679155,0.3892061421647668,4.587567727863837
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0079,point_cluster,Ours-PC-P1,0.9594604645988207,31.02251638136152,0.569810527187413,0.38752334122546017,4.607489013784755
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0080,point_cluster,Baseline-Ours,0.9249957327691017,30.64252449287878,0.5449782499577922,0.3753132747951895,4.757384449712925
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0080,point_cluster,Ours-PC-P1,0.92008125902502,30.66565977471866,0.5421885168260528,0.37602358870208263,4.748397682827549
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0081,point_cluster,Baseline-Ours,1.0636534998164395,31.046038654415664,0.5480440066019029,0.47834449517540634,3.7326854501100337
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0081,point_cluster,Ours-PC-P1,1.0415775759289205,31.13712418963552,0.5512138474913618,0.47187191527336836,3.7838860069624483
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0082,point_cluster,Baseline-Ours,0.9649498552444077,30.495399142244175,0.5294552117181724,0.43335620895959437,4.120189120096229
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0082,point_cluster,Ours-PC-P1,0.9593850386319872,30.52051699135057,0.5268526943169249,0.4320772918872535,4.132384577496797
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0083,point_cluster,Baseline-Ours,0.9273239565117238,31.999160576016415,0.6115025045620822,0.34864656114950776,5.121259568413756
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0083,point_cluster,Ours-PC-P1,0.9194831090498021,32.03603793286651,0.6128403429899505,0.3457715641707182,5.16384145574188
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0084,point_cluster,Baseline-Ours,0.9278900748455835,31.648201396287515,0.6399260681007611,0.4570633992552757,3.906481114415899
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0084,point_cluster,Ours-PC-P1,0.9184936366845049,31.692404803836066,0.6417315700372126,0.45597954420372844,3.915766748702471
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0085,point_cluster,Baseline-Ours,1.003306078706253,32.21201220108829,0.6093316221953662,0.4871886947657913,3.6649239944695875
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0085,point_cluster,Ours-PC-P1,1.0129085890315566,32.17064408318511,0.6096846319238751,0.486638406990096,3.6690682684192804
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0086,point_cluster,Baseline-Ours,0.9812072260941009,32.12114020015419,0.6168555876867249,0.36219989880919456,4.929624616549293
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0086,point_cluster,Ours-PC-P1,0.9464147857858978,32.27793241905842,0.6240687973380272,0.36140264477580786,4.9404993657118625
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0087,point_cluster,Baseline-Ours,0.9309944702695432,32.16713059685793,0.622540195224556,0.31067238794639707,5.747242453969027
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0087,point_cluster,Ours-PC-P1,0.9478489715999538,32.08921018033199,0.6116562318027111,0.30962068727239966,5.766764336746672
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0088,point_cluster,Baseline-Ours,0.9989125700355446,31.439925699522036,0.5743450526382826,0.5524806529283524,3.231804639343669
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0088,point_cluster,Ours-PC-P1,0.9796612099320625,31.52444106848006,0.5835069013569593,0.5559408878907561,3.211689545008472
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0089,point_cluster,Baseline-Ours,1.032441073871169,31.034719833551947,0.5475390830129954,0.3789693077560514,4.711488505108254
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0089,point_cluster,Ours-PC-P1,1.0068417164107863,31.14376045060957,0.5520321926172718,0.37976474594324827,4.701620032809189
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0090,point_cluster,Baseline-Ours,1.026645253605717,31.189152252513992,0.553290516862714,0.4571613210719079,3.9056443644334946
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0090,point_cluster,Ours-PC-P1,1.0315248461168076,31.168559553701165,0.5528233091692071,0.4605136988684535,3.8772126468088026
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0091,point_cluster,Baseline-Ours,0.9167105828572946,32.2893046199754,0.6397746867368467,0.33141202409751713,5.387582246430766
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0091,point_cluster,Ours-PC-P1,0.9115534525302897,32.313805985340885,0.6359587745291391,0.32933984510600567,5.421480467104613
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0092,point_cluster,Baseline-Ours,1.0182411629089603,30.943723360451173,0.5469179677657261,0.3876838549040258,4.6055813640304555
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0092,point_cluster,Ours-PC-P1,0.9820861933356353,31.10073407308421,0.5559153602069533,0.3871867700945586,4.611494181078068
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0093,point_cluster,Baseline-Ours,0.9385437167544138,31.058810713393665,0.5682944978920743,0.3917537978850305,4.55773382905523
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0093,point_cluster,Ours-PC-P1,0.9180632463971364,31.154629655877013,0.5727904659445456,0.39084785408340394,4.568298171851941
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0094,point_cluster,Baseline-Ours,0.9830237830608047,32.59180963197834,0.6383404207175417,0.4534953802358359,3.9372165960167695
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0094,point_cluster,Ours-PC-P1,0.9588284044796104,32.700040957376345,0.6444100792638349,0.44999208813533187,3.9678687344931483
