variant,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample
S01_ref3,0,point_cluster_test_0018,point_cluster,28.063406684234053,21.25424015705494,0.060916420684482143,0.013240963220596313,0.0
S01_ref3,0,point_cluster_test_0019,point_cluster,14.510070626051228,23.277181112413906,0.10792015601908729,0.010377067141234875,0.0
S02_plain_residual_unet,0,line_test_0000,line,1.365879467004493,29.48688973620083,0.49629645809402145,0.002545042196288705,0.018526485000620596
S02_plain_residual_unet,0,line_test_0001,line,1.3280877010445937,24.677956850902223,0.3347472132046017,0.007740357890725136,0.0009820109989959747
S02_plain_residual_unet,0,line_test_0002,line,1.6510385139859685,28.024728178133135,0.43016958912750264,0.004759584087878466,0.0008971230017777998
S02_plain_residual_unet,0,line_test_0003,line,7.443669857475446,25.193244326427454,0.16717333653796781,0.009079944342374802,0.0009090380008274224
S02_plain_residual_unet,0,line_test_0004,line,1.6993118889727241,34.33567570156919,0.7175259295518394,0.001049910206347704,0.0008734639995964244
S02_plain_residual_unet,0,line_test_0005,line,2.0777388493249624,29.24110105274974,0.46026750379068415,0.004300204571336508,0.000981805998890195
S02_plain_residual_unet,0,line_test_0006,line,4.54727924184403,25.021525196835825,0.2072503030699531,0.00823476817458868,0.0009427100012544543
S02_plain_residual_unet,0,line_test_0007,line,2.0039604182038575,26.770011026408266,0.3706801578568781,0.00487920455634594,0.0008682089974172413
S02_plain_residual_unet,0,line_test_0008,line,0.9544403178124763,26.023258180168966,0.41631411776975763,0.005515367724001408,0.000882247000845382
S02_plain_residual_unet,0,line_test_0009,line,1.3291345268650736,28.971130294271404,0.4554010922919478,0.003266537096351385,0.0008795510002528317
S02_plain_residual_unet,0,line_test_0010,line,1.7117265126399732,30.08533162204508,0.5185440601587135,0.003122018650174141,0.000945200001297053
S02_plain_residual_unet,0,line_test_0011,line,1.0689458407746668,27.457332359485545,0.33701110365492043,0.00259895296767354,0.0008784340025158599
S02_plain_residual_unet,0,line_test_0012,line,1.4304614047475537,28.12715795686611,0.42971586792705196,0.004137355834245682,0.0008803839991742279
S02_plain_residual_unet,0,line_test_0013,line,1.2624158834303605,26.00171096273441,0.45501668059713785,0.006528789177536964,0.0008757389987295028
S02_plain_residual_unet,0,line_test_0014,line,1.3016877891606944,33.68489258544051,0.6803570593567481,0.0009557127486914396,0.0009377049973409157
S02_plain_residual_unet,0,line_test_0015,line,3.8471067623844877,29.53775346756961,0.4484761087364684,0.003423212328925729,0.000933988001634134
S02_plain_residual_unet,0,line_test_0016,line,1.5101491718497264,26.412812029861946,0.33340036841648935,0.006081202067434788,0.0009156710002571344
S02_plain_residual_unet,0,line_test_0017,line,1.1739627355457047,31.39845966365462,0.5569712466903464,0.001140758628025651,0.0008699559984961525
S02_plain_residual_unet,0,line_test_0018,line,1.6714133140918048,27.137764783050017,0.358129037978842,0.005006034392863512,0.0008696190016053151
S02_plain_residual_unet,0,line_test_0019,line,2.4258517979898673,25.452446238165216,0.2830009703413586,0.006940047722309828,0.0008714909999980591
S02_plain_residual_unet,0,cross_test_0000,cross,3.135383430413447,27.21745797894245,0.3174447328297776,0.006896673701703548,0.0008755039998504799
S02_plain_residual_unet,0,cross_test_0001,cross,0.9318512531660398,26.807208303941422,0.5013473928576457,0.005991089623421431,0.0008735599985811859
S02_plain_residual_unet,0,cross_test_0002,cross,1.3980139976710968,28.90987307942074,0.4490465466992755,0.0027839699760079384,0.0009457380001549609
S02_plain_residual_unet,0,cross_test_0003,cross,1.126096571051933,27.117144575730592,0.47704743595995874,0.0050242189317941666,0.0008680149985593744
S02_plain_residual_unet,0,cross_test_0004,cross,1.1913891772237808,27.10515280751752,0.48517270768775617,0.005854433868080378,0.0009375429981446359
S02_plain_residual_unet,0,cross_test_0005,cross,3.156517464913681,26.172629877662818,0.2340384274887214,0.008751999586820602,0.000865930000145454
S02_plain_residual_unet,0,cross_test_0006,cross,1.3084219057490076,27.552764423702833,0.49679577995935637,0.0035097661893814802,0.0008743010002945084
S02_plain_residual_unet,0,cross_test_0007,cross,2.150075199383522,30.606787899121638,0.5698226623962,0.0027270440477877855,0.0009098180016735569
S02_plain_residual_unet,0,cross_test_0008,cross,1.4285909992059551,26.416954984230088,0.3345607121082933,0.006747137289494276,0.0008803950004221406
S02_plain_residual_unet,0,cross_test_0009,cross,2.5325359781166914,28.84404351725329,0.41999380349425747,0.0037139595951884985,0.0008898660016711801
S02_plain_residual_unet,0,cross_test_0010,cross,3.67126684720694,26.399357225503095,0.23178179077083272,0.008085916750133038,0.0012014950007142033
S02_plain_residual_unet,0,cross_test_0011,cross,1.5187836004194166,25.49920018683412,0.2891805675140451,0.007904555648565292,0.0008874960003595334
S02_plain_residual_unet,0,cross_test_0012,cross,1.5186140417243572,29.85212881932856,0.5483274372798282,0.0031859350856393576,0.0008883189984771889
S02_plain_residual_unet,0,cross_test_0013,cross,2.0526845259775306,28.53901846482179,0.3734939369774629,0.005614632274955511,0.0008768940024310723
S02_plain_residual_unet,0,cross_test_0014,cross,1.1975748373334263,26.920497512567096,0.3581712323329749,0.004280317574739456,0.0008852219980326481
S02_plain_residual_unet,0,L_shape_test_0000,L-shape,1.414554376544999,24.665977537116966,0.2351108924528019,0.008097340352833271,0.0008600759974797256
S02_plain_residual_unet,0,L_shape_test_0001,L-shape,1.262524499551688,26.651055534061573,0.42431331157118096,0.00502085592597723,0.0008834760010358877
S02_plain_residual_unet,0,L_shape_test_0002,L-shape,1.9329018981103134,24.418822657754045,0.22126523763323538,0.011256097815930843,0.0008822669988148846
S02_plain_residual_unet,0,L_shape_test_0003,L-shape,1.3649478345717379,26.13713842104049,0.3210426638873304,0.005850390065461397,0.0008727599997655489
S02_plain_residual_unet,0,L_shape_test_0004,L-shape,1.2991632306065908,24.64374761611177,0.22927919181847917,0.007154420949518681,0.0009318720003648195
S02_plain_residual_unet,0,L_shape_test_0005,L-shape,1.257260731045442,26.14546616065185,0.30501658857044367,0.005523324012756348,0.0008779170020716265
S02_plain_residual_unet,0,L_shape_test_0006,L-shape,1.3692865478690104,29.796137018470354,0.48529684185331334,0.0025273996870964766,0.0008708530003787018
S02_plain_residual_unet,0,L_shape_test_0007,L-shape,1.2188624157845935,26.13997450515175,0.3345789045855698,0.005166014190763235,0.000946537998970598
S02_plain_residual_unet,0,L_shape_test_0008,L-shape,1.5308913997419717,28.624964593477497,0.40039164698508484,0.003419813234359026,0.0009071179993043188
S02_plain_residual_unet,0,L_shape_test_0009,L-shape,2.0312862106826497,23.325528733708193,0.18508720575654375,0.014062141999602318,0.0008792430016910657
S02_plain_residual_unet,0,L_shape_test_0010,L-shape,1.4857741822970012,28.882924117135587,0.44864920385609913,0.0029475518967956305,0.0008778789997450076
S02_plain_residual_unet,0,L_shape_test_0011,L-shape,1.2366872123414518,32.45724512804055,0.6148263865363447,0.0012727658031508327,0.0008890559984138235
S02_plain_residual_unet,0,L_shape_test_0012,L-shape,1.0844232307699886,26.406350819977394,0.32449702593656027,0.0038962149992585182,0.00093544099945575
S02_plain_residual_unet,0,L_shape_test_0013,L-shape,1.1207636575851332,26.76705301038263,0.32967747534634967,0.0039930506609380245,0.0008760519995121285
S02_plain_residual_unet,0,L_shape_test_0014,L-shape,1.4721589254337177,30.513250923701882,0.5108522176948652,0.002436818787828088,0.0008613810023234691
S02_plain_residual_unet,0,L_shape_test_0015,L-shape,1.2781168806408452,24.799917970985106,0.27555665538491336,0.007455259561538696,0.0008762770012253895
S02_plain_residual_unet,0,L_shape_test_0016,L-shape,1.198333735300439,26.624975914726544,0.3272261150044026,0.004360985476523638,0.0009314920025644824
S02_plain_residual_unet,0,L_shape_test_0017,L-shape,1.3472881518141568,25.005516530281632,0.31394341213286725,0.007520085200667381,0.00088088099801098
S02_plain_residual_unet,0,L_shape_test_0018,L-shape,1.3039266150611084,25.047122019816207,0.2406128755653901,0.005770587362349033,0.0008797070004220586
S02_plain_residual_unet,0,L_shape_test_0019,L-shape,3.553135537527061,27.823890675465464,0.33677341385894427,0.005221780855208635,0.000879882001754595
S02_plain_residual_unet,0,double_line_test_0000,double-line,1.0718480793533758,25.93123432477816,0.3186623018696172,0.004215562716126442,0.0008781940014159773
S02_plain_residual_unet,0,double_line_test_0001,double-line,1.233122262895557,25.727048871095217,0.2934716604399229,0.005966939963400364,0.0009447349984839093
S02_plain_residual_unet,0,double_line_test_0002,double-line,1.0928988647807116,30.86003119013412,0.5230282242940225,0.0013846943620592356,0.0008895520004443824
S02_plain_residual_unet,0,double_line_test_0003,double-line,1.1495672771403116,25.021944256165472,0.33009255258849995,0.006581989582628012,0.0008727939966775011
S02_plain_residual_unet,0,double_line_test_0004,double-line,1.0748885715670282,25.58148867595793,0.3380326288233307,0.005683625116944313,0.0008749909975449555
S02_plain_residual_unet,0,double_line_test_0005,double-line,1.0145759649955368,25.93145225701106,0.2502687119760068,0.0034310256596654654,0.0009499129992036615
S02_plain_residual_unet,0,double_line_test_0006,double-line,1.390961845346095,23.869623937277776,0.2742205989347981,0.008873271755874157,0.0008711959999345709
S02_plain_residual_unet,0,double_line_test_0007,double-line,3.937282399892176,25.990441037167848,0.23826660027635793,0.0076000685803592205,0.0008677420009917114
S02_plain_residual_unet,0,double_line_test_0008,double-line,2.246210126232219,24.85299023512693,0.1960898061601841,0.010233133099973202,0.0008739900004002266
S02_plain_residual_unet,0,double_line_test_0009,double-line,1.5060505398132498,26.191656717541264,0.3761189167230012,0.0054706367664039135,0.0010558350004430395
S02_plain_residual_unet,0,double_line_test_0010,double-line,1.381591330974286,24.93674748104482,0.31299049346188296,0.007603919133543968,0.000870537001901539
S02_plain_residual_unet,0,double_line_test_0011,double-line,1.0548050420565387,27.750476069145307,0.3579455498093139,0.002792946994304657,0.0008891360012057703
S02_plain_residual_unet,0,double_line_test_0012,double-line,1.9714487296927519,27.700920290311927,0.40509205480050037,0.0044049290008842945,0.000885949997609714
S02_plain_residual_unet,0,double_line_test_0013,double-line,1.2295509598285888,24.114933547101916,0.34154671160910555,0.008990946225821972,0.0008711899972695392
S02_plain_residual_unet,0,double_line_test_0014,double-line,1.2340189452258215,24.864749821475975,0.30198418302394664,0.008920213207602501,0.0009435529973416124
S02_plain_residual_unet,0,small_rect_edge_test_0000,small_rect_edge,1.1577955768009733,29.252549044648617,0.47353119903964797,0.0022126990370452404,0.0009071549975487869
S02_plain_residual_unet,0,small_rect_edge_test_0001,small_rect_edge,2.0947316987856563,27.58588515673057,0.34710799080553556,0.005196550861001015,0.0008776819995546248
S02_plain_residual_unet,0,small_rect_edge_test_0002,small_rect_edge,1.1519975268477538,27.107323371459188,0.3290975148810927,0.0030614007264375687,0.0010448540015204344
S02_plain_residual_unet,0,small_rect_edge_test_0003,small_rect_edge,3.4928296648442,25.077404548271463,0.2135933345787498,0.009052987210452557,0.0009476030027144589
S02_plain_residual_unet,0,small_rect_edge_test_0004,small_rect_edge,2.5658889313693294,25.05897846237336,0.2355301604196644,0.008681438863277435,0.0008721710000827443
S02_plain_residual_unet,0,small_rect_edge_test_0005,small_rect_edge,1.5111308159691208,27.66869706944358,0.353266809545336,0.0034680436365306377,0.0008602890011388808
S02_plain_residual_unet,0,small_rect_edge_test_0006,small_rect_edge,1.2095994389356155,29.138755873231027,0.46570074093258024,0.003920214716345072,0.0008701529986865353
S02_plain_residual_unet,0,small_rect_edge_test_0007,small_rect_edge,1.1409105205825614,28.505165493645322,0.3887376811072538,0.0020880133379250765,0.0008780799980740994
S02_plain_residual_unet,0,small_rect_edge_test_0008,small_rect_edge,1.7719285066051664,25.9377151489215,0.2682832020278633,0.007850822992622852,0.0008847849967423826
S02_plain_residual_unet,0,small_rect_edge_test_0009,small_rect_edge,1.3968843020571837,29.444208471067313,0.4548353982292347,0.0026774031575769186,0.0008768430016061757
S02_plain_residual_unet,0,point_cluster_test_0000,point_cluster,4.693734059834344,26.203139544931844,0.3113006185618608,0.00548820523545146,0.0008807000012893695
S02_plain_residual_unet,0,point_cluster_test_0001,point_cluster,1.37008364952089,30.30369730053682,0.5449828161694555,0.003019933821633458,0.0009363470016978681
S02_plain_residual_unet,0,point_cluster_test_0002,point_cluster,3.398090798190125,30.2932888581271,0.48578292615052826,0.003416533814743161,0.0010122380008397158
S02_plain_residual_unet,0,point_cluster_test_0003,point_cluster,6.270761509089894,27.890887906164327,0.340076481010543,0.005141144618391991,0.000982446003035875
S02_plain_residual_unet,0,point_cluster_test_0004,point_cluster,1.6013985672917606,29.37339512854573,0.4895926569885026,0.0036723956000059843,0.0008941369997046422
S02_plain_residual_unet,0,point_cluster_test_0005,point_cluster,1.5498747888737816,29.46298526946661,0.4560032408636712,0.003403439186513424,0.0008855039995978586
S02_plain_residual_unet,0,point_cluster_test_0006,point_cluster,6.913591622461821,26.670943720699736,0.28022898963488757,0.0059134396724402905,0.0008660349994897842
S02_plain_residual_unet,0,point_cluster_test_0007,point_cluster,8.147661065585808,26.49778330491578,0.2786098496579072,0.005920103285461664,0.0008799860006547533
S02_plain_residual_unet,0,point_cluster_test_0008,point_cluster,5.727450184842598,27.17042821858127,0.30287270923184917,0.005724939983338118,0.0008804060016700532
S02_plain_residual_unet,0,point_cluster_test_0009,point_cluster,4.406039796543328,29.63893139753307,0.506678379472846,0.0026437032502144575,0.0010293360028299503
S02_plain_residual_unet,0,point_cluster_test_0010,point_cluster,1.694493443825473,28.99225238432892,0.4496763882068556,0.003910648170858622,0.0008730010013096035
S02_plain_residual_unet,0,point_cluster_test_0011,point_cluster,9.708219216106986,25.035652801355425,0.16453548464446902,0.008745760656893253,0.0009427080003661104
S02_plain_residual_unet,0,point_cluster_test_0012,point_cluster,3.3605005298670783,28.390706892892883,0.3815355459616981,0.003692522644996643,0.0008834379987092689
S02_plain_residual_unet,0,point_cluster_test_0013,point_cluster,2.467194168569982,28.438583358155384,0.3568008493811659,0.005373301915824413,0.0008753900001465809
S02_plain_residual_unet,0,point_cluster_test_0014,point_cluster,2.2874992269790067,30.668144227269064,0.5202373928134331,0.0027883974835276604,0.0008755829985602759
S02_plain_residual_unet,0,point_cluster_test_0015,point_cluster,2.5679423414142724,30.299931958271745,0.4838826993564408,0.0029073208570480347,0.0008822260024317075
S02_plain_residual_unet,0,point_cluster_test_0016,point_cluster,2.6571223336291556,27.634581558892418,0.38924545853452747,0.005108410492539406,0.0008749190019443631
S02_plain_residual_unet,0,point_cluster_test_0017,point_cluster,3.4512318091538665,30.7669676228904,0.6421253987919083,0.002082433085888624,0.0008922529996198136
S02_plain_residual_unet,0,point_cluster_test_0018,point_cluster,10.92031543876988,25.353292216380602,0.2139167610191806,0.006781581789255142,0.0009372169988637324
S02_plain_residual_unet,0,point_cluster_test_0019,point_cluster,5.200355525276793,27.733546031236816,0.32824958182242364,0.004900827072560787,0.0008763339974393602
S02_plain_residual_unet,1,line_test_0000,line,0.9876898079777637,30.894808092208965,0.5289020406313334,0.0014169455971568823,0.0008554350024496671
S02_plain_residual_unet,1,line_test_0001,line,0.9867980184358777,25.967941473896005,0.270030894394713,0.004017618019133806,0.0008924559988372494
S02_plain_residual_unet,1,line_test_0002,line,0.9786427638081653,30.296058378195532,0.5035292752940352,0.0019179554656147957,0.0008958520011219662
S02_plain_residual_unet,1,line_test_0003,line,1.0995713564768035,33.498881114829246,0.6717900678572286,0.001584306126460433,0.000885183999344008
S02_plain_residual_unet,1,line_test_0004,line,1.0215873867755745,36.54565132644747,0.8029657385336653,0.0005982113652862608,0.0008517109999957029
S02_plain_residual_unet,1,line_test_0005,line,0.9995996360435823,32.41874983684089,0.6119918367881875,0.001006272272206843,0.0009318800002802163
