variant,sample_id,bin,nmse,ssim,mae,boundary_band_m
S02_plain_residual_unet,cross_test_0001,large,0.1738296493154349,0.93600782759521,0.33692312240600586,
S03_concat_Mshell,cross_test_0001,small,0.9706218584742822,0.5324286622711694,0.8194130063056946,
S03_concat_Mshell,cross_test_0001,medium,0.997939688130643,0.5333620788918304,0.7908024191856384,
S03_concat_Mshell,cross_test_0001,large,1.0,0.581301573756717,0.8231372833251953,
S04_concat_Mshell_delta,cross_test_0001,small,0.2706774005567951,0.8865416150939959,0.380118727684021,
S04_concat_Mshell_delta,cross_test_0001,medium,0.2255366097875533,0.9101804488490325,0.32875972986221313,
S04_concat_Mshell_delta,cross_test_0001,large,0.19128502099965702,0.9289845078210919,0.35392796993255615,
S05_concat_Mshell_delta_Pcyc,cross_test_0001,small,1.0,0.51771103303319,0.8355166912078857,
S05_concat_Mshell_delta_Pcyc,cross_test_0001,medium,1.0,0.5324026813379658,0.7916721105575562,
S05_concat_Mshell_delta_Pcyc,cross_test_0001,large,1.0,0.581301573756717,0.8231372833251953,
S06_geometry_branch_bottleneck_concat,cross_test_0001,small,0.3155183723789928,0.8643346195392904,0.4253312349319458,
S06_geometry_branch_bottleneck_concat,cross_test_0001,medium,0.2778369829939095,0.8860595460909564,0.37845855951309204,
S06_geometry_branch_bottleneck_concat,cross_test_0001,large,0.2485333945239107,0.9054167452753176,0.40608012676239014,
S07_generic_film_middeep,cross_test_0001,small,0.3845209880859384,0.830596886730188,0.4780411720275879,
S07_generic_film_middeep,cross_test_0001,medium,0.3624256126983743,0.8460717057730497,0.44740909337997437,
S07_generic_film_middeep,cross_test_0001,large,0.37026741936110136,0.8537827277215503,0.49754011631011963,
S08_rsbfilm_middeep_default,cross_test_0001,small,0.3896704463997954,0.8280439497397637,0.48185765743255615,
S08_rsbfilm_middeep_default,cross_test_0001,medium,0.36834793073025296,0.8432448397901728,0.4517006278038025,
S08_rsbfilm_middeep_default,cross_test_0001,large,0.37743690935094126,0.8506912699796857,0.5024222731590271,
S01_ref3,double_line_test_0001,small,0.6053201284102833,0.7200227052738244,0.6158610582351685,
S01_ref3,double_line_test_0001,medium,0.5980298111284639,0.7512020083224805,0.6317877173423767,
S01_ref3,double_line_test_0001,large,0.6254206697420535,0.7330967056515063,0.6216433048248291,
S02_plain_residual_unet,double_line_test_0001,small,0.5784716693031506,0.7333531718298557,0.6016032695770264,
S02_plain_residual_unet,double_line_test_0001,medium,0.5701226562429026,0.7636812045812436,0.6161224842071533,
S02_plain_residual_unet,double_line_test_0001,large,0.5958988532174305,0.746604201071115,0.6062666773796082,
S03_concat_Mshell,double_line_test_0001,small,1.0,0.5207811642873525,0.8261191844940186,
S03_concat_Mshell,double_line_test_0001,medium,1.0,0.5705486784880075,0.8406451344490051,
