table_method,method,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample,network_runtime_per_sample,end_to_end_runtime_per_sample,source
T01_BP,BP,0,small_rect_edge_test_0003,small_rect_edge,2.1922257026250276,27.100325836456967,0.3699674028935392,0.006443760823458433,1.4549813859630376,,1.4549813859630376,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0004,small_rect_edge,2.3818167024080994,25.382273611025603,0.2738823786099118,0.00861672405153513,1.5309513171669096,,1.5309513171669096,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0005,small_rect_edge,2.070541979905143,26.300877230799543,0.3534373638399704,0.006481236312538385,1.5624835949856788,,1.5624835949856788,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0006,small_rect_edge,2.1132805953149094,26.715599840525805,0.3413119511935727,0.006915635894984007,1.4653675819281489,,1.4653675819281489,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0007,small_rect_edge,2.411662155900286,25.25451654073892,0.253799846091058,0.009046820923686028,1.2198814891744405,,1.2198814891744405,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0008,small_rect_edge,2.931882173730479,23.750711962587637,0.2089412323245499,0.010747422464191914,1.411695344839245,,1.411695344839245,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0009,small_rect_edge,2.7002432302769184,26.581783726199486,0.33020463883873946,0.006941220723092556,1.263479224871844,,1.263479224871844,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0000,point_cluster,5.0797865040494035,25.859869659824266,0.28678072219628864,0.006547453813254833,2.2427634408231825,,2.2427634408231825,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0001,point_cluster,2.2675734543426334,28.115554769644522,0.38645519462948,0.0068526905961334705,2.0300000850111246,,2.0300000850111246,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0002,point_cluster,4.738534355799894,28.8491982978892,0.42393944356050506,0.004330189898610115,1.094149055192247,,1.094149055192247,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0003,point_cluster,3.5701144787014076,30.337269441195744,0.5164825292527622,0.003039981471374631,1.7692368829157203,,1.7692368829157203,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0004,point_cluster,3.3423440146176597,26.17787781721377,0.27310943300453494,0.00885161105543375,1.6554710329510272,,1.6554710329510272,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0005,point_cluster,1.9938195667231977,28.369092865261077,0.41738856087818776,0.005805635824799538,1.1377599008847028,,1.1377599008847028,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0006,point_cluster,8.207139246495965,25.92606292195985,0.29696697602242,0.0058827996253967285,2.9644656819291413,,2.9644656819291413,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0007,point_cluster,6.758634781484201,27.309523126408845,0.3731970922531078,0.004965198691934347,1.302526026032865,,1.302526026032865,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0008,point_cluster,3.307552132139458,29.5549745410375,0.4664676806162822,0.003652650397270918,1.2699136149603873,,1.2699136149603873,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0009,point_cluster,8.968151289200714,26.552386357203495,0.3487010066310092,0.004723741672933102,1.8620100249536335,,1.8620100249536335,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0010,point_cluster,3.0863768846710014,26.388161529899342,0.2706517085069876,0.007854699157178402,1.9068204250652343,,1.9068204250652343,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0011,point_cluster,2.222026243580075,31.43955663707406,0.6062683319342617,0.0031034257262945175,1.325689122080803,,1.325689122080803,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0012,point_cluster,4.120808061957693,27.50492274815423,0.32503937679126127,0.005960692185908556,1.5167963078711182,,1.5167963078711182,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0013,point_cluster,2.848767607223068,27.814046422270433,0.33663924434330106,0.006966870278120041,1.6351484088227153,,1.6351484088227153,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,point_cluster_test_0014,point_cluster,2.4532326247061467,30.364366569424636,0.5247996621360118,0.003039867850020528,1.202355262124911,,1.202355262124911,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
